,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
1211,17.29,0.73,1.43,10.28,58.54,1.64,1.1,4.11,4.41,16.42,0.12,6.176741935483871,8.9375,21.325940860215052,30.263440860215052,39.26205846774194,0.41738751478605873,2.699699183176565,3.1170866979626237,7.525732599144412,0.0,0.6500000000000001,10.080089034567672,10.730089034567673,0.0,40026,Каменное
1212,17.57,0.8,1.51,11.55,55.02,0.69,0.99,5.16,4.58,18.19,0.23,6.769032258064517,9.4375,24.675403225806452,34.11290322580645,33.394203629032255,0.0,1.231176470588235,1.231176470588235,8.560747663551401,1.0292557571009249,0.8999999999999998,10.710635614192219,11.61063561419222,0.0,40026,Каменное
1213,17.69,0.87,1.83,12.45,56.73,0.64,1.03,4.09,3.26,17.38,0.13,7.361322580645161,11.4375,25.291532258064514,36.729032258064514,33.45284879032258,0.0,1.1419607843137254,1.1419607843137254,6.093457943925233,1.0605114014031667,0.6450000000000001,10.437307666417492,11.082307666417492,0.0,40026,Каменное
1214,18.38,0.17,0.21,1.81,18.26,45.97,1.97,1.01,1.54,27.0,0.54,1.4384193548387096,1.3125,3.7885752688172047,5.101075268817205,14.728772177419359,8.236064284888426,77.55402324648207,85.7900875313705,1.953945167071338,0.0,0.6439999999999999,3.5574651084942586,4.201465108494259,0.0,40026,Каменное
1215,18.52,0.16,0.16,1.76,9.95,53.53,2.12,0.62,1.35,27.08,0.46,1.3538064516129031,1.0,3.989247311827957,4.989247311827957,6.51990322580645,8.939472949296052,90.66159549216843,99.60106844146448,1.1247149959532896,0.0,0.502,2.7057053972037,3.2077053972037004,0.0,40026,Каменное
1216,18.65,0.33,0.29,3.61,26.03,31.87,2.23,10.94,14.03,9.86,0.29,2.792225806451613,1.8124999999999998,8.411155913978495,10.223655913978495,18.978175403225805,8.644431637272428,52.17352091027185,60.81795254754427,23.103312492773732,0.0,0.5359999999999999,3.8667328981227267,4.402732898122727,0.0,40026,Каменное
1217,18.75,0.89,1.71,14.3,46.78,6.98,0.79,4.61,3.99,17.86,0.37,7.530548387096774,10.6875,32.09852150537635,42.78602150537635,20.263711693548387,0.0,12.45450980392157,12.45450980392157,7.4579439252336455,0.609906023497666,0.441,9.35822550753601,9.799225507536011,0.0,40026,Каменное
1218,18.97,0.68,1.09,9.03,53.71,3.06,0.99,5.32,6.78,17.55,0.67,5.753677419354839,6.812500000000001,19.558467741935484,26.370967741935484,36.612401209677415,0.5077531417593852,5.184370447450572,5.692123589209958,10.312910596600766,0.0,0.8270000000000002,10.720739429933321,11.547739429933321,0.0,40026,Каменное
1219,19.17,0.72,0.86,7.94,49.85,3.37,1.26,7.39,9.35,18.21,0.2,6.092129032258064,5.375,17.143279569892474,22.518279569892474,34.419939516129034,2.330809964691338,4.747876531118864,7.078686495810202,14.936635044513817,0.0,0.968,8.290318322909505,9.258318322909505,0.0,40026,Каменное
1220,19.28,0.66,0.93,8.32,51.98,2.14,0.85,6.62,8.97,18.31,0.28,5.584451612903226,5.8125,18.301478494623655,24.113978494623655,36.10478830645161,0.21139980611364578,3.703674753286677,3.9150745594003227,13.212050612787607,0.0,0.0,9.057050533281037,9.057050533281037,0.0,40026,Каменное
1221,19.37,0.48,0.73,6.56,48.04,11.24,3.02,5.6,6.53,16.14,0.72,4.061419354838709,4.5625,14.671908602150541,19.23440860215054,35.64402217741935,10.884875974990438,14.146922255548073,25.031798230538513,11.227038357035497,0.0,0.0,9.245739086057725,9.245739086057725,0.0,40026,Каменное
1222,19.74,0.71,1.42,10.86,59.85,0.44,0.62,4.19,4.46,16.01,0.21,6.007516129032258,8.875,23.431451612903228,32.30645161290323,39.64363306451613,0.0,0.7850980392156862,0.7850980392156862,7.620165626083943,0.0,0.901,9.21270642883049,10.11370642883049,0.0,40026,Каменное
1223,19.92,0.58,0.97,7.05,59.21,0.66,0.43,5.08,7.2,17.5,0.16,4.9075483870967735,6.0625,14.256854838709678,20.31935483870968,45.74658669354838,0.0,1.1776470588235295,1.1776470588235295,10.042155480402359,0.0,1.274,9.682515297899698,10.9565152978997,0.0,40026,Каменное
1224,20.08,0.28,0.44,3.43,46.52,22.67,0.81,2.5,4.07,18.4,0.25,2.3691612903225807,2.75,7.147849462365594,9.897849462365594,39.96733064516129,2.196655549329847,39.25795603708011,41.45461158640996,4.94979246155625,0.0,1.2209999999999999,7.936684428095271,9.157684428095271,0.0,40026,Каменное
1225,20.38,0.44,0.78,5.94,45.73,20.12,1.45,3.06,3.99,16.88,0.49,3.722967741935484,4.875,12.512096774193553,17.38709677419355,34.52285887096774,3.982811707889751,33.73835608332823,37.72116779121798,5.830609608047173,0.0,0.86,9.027280165498466,9.887280165498465,0.0,40026,Каменное
1226,20.62,0.39,0.6,5.27,30.12,23.69,7.84,2.74,3.17,24.86,0.43,3.299903225806452,3.75,11.677956989247312,15.427956989247312,20.15220161290323,33.52023550966319,24.074212251671398,57.594447761334585,5.23648294600532,0.0,0.5920000000000001,5.181869714966661,5.7738697149666605,0.0,40026,Каменное
1227,20.77,0.93,1.66,10.6,52.72,5.76,0.77,3.43,3.61,18.69,0.21,7.869,10.375,19.858333333333334,30.233333333333334,32.358875000000005,0.0,10.27764705882353,10.27764705882353,6.040722222222223,0.0,0.8100000000000002,11.42959745678118,12.23959745678118,0.0,40026,Каменное
1228,21.15,0.51,0.98,7.37,41.86,22.03,0.55,1.34,1.78,21.87,0.48,4.315258064516129,6.125,15.644892473118283,21.769892473118283,28.06675403225806,0.0,39.308431372549016,39.308431372549016,1.942271881142329,0.0,0.8660000000000002,10.505630114008412,11.371630114008411,0.0,40026,Каменное
1229,21.69,0.81,1.64,10.65,47.2,16.06,0.69,2.3,1.99,17.4,0.19,6.853645161290323,10.25,20.80806451612904,31.05806451612904,27.110572580645158,0.0,28.656078431372546,28.656078431372546,3.5809368713146026,0.0,0.7939999999999998,9.835455139753439,10.62945513975344,0.0,40026,Каменное
1230,22.24,1.44,1.64,10.93,54.07,11.52,1.08,2.24,1.91,13.63,0.37,12.184258064516127,10.25,18.28655913978495,28.53655913978495,31.602379032258067,0.5892626092834212,20.235417831371187,20.824680440654607,3.5489690137588172,0.0,0.656,8.6652145071684,9.321214507168401,0.0,40026,Каменное
1231,22.41,0.74,1.05,8.28,35.08,14.5,1.78,8.13,9.65,19.32,0.46,6.261354838709677,6.5625,16.97943548387097,23.54193548387097,19.06498991935484,4.55403399236906,23.400429699455223,27.954463691824284,16.46896366631981,0.0,0.6759999999999999,11.07300721956179,11.74900721956179,0.0,40026,Каменное
1232,23.02,1.21,1.75,11.16,42.43,3.19,0.78,6.07,6.16,25.76,0.17,10.23816129032258,10.9375,19.62701612903226,30.56451612903226,20.29676814516129,0.0,5.691960784313725,5.691960784313725,11.514018691588785,0.17568752583222474,1.1300000000000001,17.04699725082097,18.176997250820968,0.0,40026,Каменное
1233,23.42,1.06,1.56,10.97,39.06,9.73,0.82,6.18,6.65,22.44,0.38,8.968967741935485,9.75,21.003763440860222,30.753763440860222,17.649233870967738,0.0,17.361372549019606,17.361372549019606,11.945016418083016,0.0,0.875,14.849046064724023,15.724046064724023,0.0,40026,Каменное
1234,23.92,0.13,0.13,1.34,6.71,54.58,1.07,1.59,2.09,31.7,0.29,1.0999677419354839,0.8125,2.9412634408602156,3.7537634408602156,4.076046370967742,4.323445840781949,95.04089666945515,99.3643425102371,3.2614008266851666,0.0,0.471,4.699066346081259,5.170066346081259,0.0,40026,Каменное
1235,24.18,0.78,1.17,9.79,40.27,8.87,0.52,5.16,5.94,26.25,0.23,6.599806451612904,7.3125,21.043413978494623,28.355913978494623,21.60096572580646,0.0,15.826862745098037,15.826862745098037,9.884135246849349,0.0,1.182,19.963697147840865,21.145697147840863,0.0,40026,Каменное
1236,24.83,0.21,0.31,2.61,9.73,44.08,3.96,1.1,1.43,35.73,0.26,1.7768709677419354,1.9375,5.610887096774194,7.548387096774194,4.746122983870967,16.968401504842713,69.44139397278161,86.40979547762433,2.0429357440166496,0.0,0.259,4.093415950715609,4.352415950715609,0.0,40026,Каменное
1237,25.22,0.85,1.15,9.65,35.13,0.87,0.85,11.61,15.35,23.55,0.19,7.192096774193548,7.187499999999999,20.317876344086024,27.505376344086024,16.481985887096773,0.0,1.5523529411764705,1.5523529411764705,23.7899140073997,0.0,0.85,9.817192850308778,10.667192850308778,0.0,40026,Каменное
1238,25.65,0.28,0.3,3.51,68.41,0.34,0.15,4.23,8.71,13.43,0.16,2.3691612903225807,1.875,8.289516129032258,10.164516129032258,61.68195564516128,0.0,0.6066666666666667,0.6066666666666667,8.674446583420051,0.0,1.4429999999999998,7.249252664579441,8.69225266457944,0.0,40026,Каменное
1239,25.79,0.19,0.2,1.8,57.32,15.06,8.14,1.69,2.4,12.59,0.18,1.6076451612903226,1.25,3.7080645161290327,4.958064516129033,53.74257258064516,36.48983697537288,7.063561445389809,43.55339842076269,3.422850849809227,0.0,0.273,2.1296342386898304,2.4026342386898305,0.0,40026,Каменное
1240,25.94,0.36,0.43,4.58,69.16,0.66,0.35,3.99,7.27,12.57,0.17,3.046064516129032,2.6875,10.60497311827957,13.29247311827957,60.40796975806452,0.0,1.1776470588235295,1.1776470588235295,8.024453722973757,0.0,1.5130000000000001,6.1100175321782055,7.623017532178205,0.0,40026,Каменное
1241,26.11,0.52,0.78,6.56,55.47,1.01,0.59,6.91,9.76,17.47,0.31,4.399870967741935,4.875,14.14005376344086,19.01505376344086,42.96731048387097,0.0,1.802156862745098,1.802156862745098,14.047511908891204,0.0,0.9609999999999997,9.353974218458957,10.314974218458957,0.0,40026,Каменное
1242,26.3,0.76,1.15,10.05,37.01,1.83,1.15,9.69,12.08,24.57,0.18,6.430580645161291,7.187499999999999,22.144758064516132,29.332258064516132,17.953727822580642,0.7881981909869517,2.837427312236029,3.6256255032229805,19.59055662504336,0.0,0.8989999999999998,12.170827088998609,13.069827088998608,0.0,40026,Каменное
1243,26.57,0.82,1.06,9.53,37.63,0.82,0.73,10.88,14.3,23.09,0.22,6.938258064516129,6.625,20.64489247311828,27.26989247311828,19.251254032258064,0.0,1.4631372549019606,1.4631372549019606,22.238400913400397,0.0,0.9339999999999999,9.99735682419614,10.93135682419614,0.0,40026,Каменное
1244,26.9,0.78,0.85,8.8,33.67,0.65,0.64,12.57,16.6,24.64,0.13,6.599806451612904,5.3125,19.743413978494626,25.055913978494626,16.593965725806456,0.0,1.1598039215686273,1.1598039215686273,25.979769655451502,0.0,1.022,9.318132692162518,10.340132692162518,0.0,40026,Каменное
1245,27.16,0.39,0.34,3.23,60.19,9.9,4.92,3.71,5.39,11.26,0.09,3.299903225806452,2.125,6.502956989247313,8.627956989247313,53.617076612903226,21.19639762711563,6.15841845027987,27.354816077395498,7.611176494392415,0.0,0.3380000000000001,3.6244596083104534,3.9624596083104535,0.0,40026,Каменное
1246,27.64,1.04,1.26,10.81,38.93,0.24,0.69,10.67,13.12,22.17,0.12,8.79974193548387,7.875,22.455107526881726,30.330107526881726,17.76724596774193,0.0,0.428235294117647,0.428235294117647,21.64828725864262,0.0,0.728,9.825979718642765,10.553979718642765,0.0,40026,Каменное
1247,27.86,0.9,1.08,8.44,45.94,0.55,0.62,9.63,12.56,19.22,0.1,7.615161290322581,6.75,16.44784946236559,23.19784946236559,29.17833064516129,0.0,0.9813725490196079,0.9813725490196079,19.704910741126145,0.0,0.4730000000000002,8.21925266457944,8.69225266457944,0.0,40026,Каменное
1248,28.09,0.68,0.88,7.16,42.38,0.36,0.49,10.91,16.46,19.63,0.17,5.753677419354839,5.5,14.63763440860215,20.13763440860215,28.402338709677423,0.0,0.6423529411764706,0.6423529411764706,22.596099664701125,0.0,0.783,5.5066184258896085,6.289618425889609,0.0,40026,Каменное
1249,28.32,0.74,0.89,7.68,39.83,0.4,0.57,10.72,17.13,21.19,0.12,6.261354838709677,5.5625,15.979435483870965,21.541935483870965,24.78998991935484,0.0,0.7137254901960784,0.7137254901960784,22.132404526534863,0.0,0.6709999999999999,7.430028532545816,8.101028532545817,0.0,40026,Каменное
1250,28.51,0.83,0.9,6.98,59.04,2.03,0.97,6.01,9.2,13.08,0.12,7.022870967741935,5.625,13.090053763440864,18.715053763440864,44.92106048387096,1.583940517801079,2.762327980793427,4.346268498594506,12.111157070181525,0.0,0.9590000000000002,5.003558267743349,5.96255826774335,0.0,40026,Каменное
1251,28.94,0.68,0.96,7.5,49.32,0.2,0.52,8.9,12.55,18.3,0.1,5.753677419354839,6.0,15.270967741935486,21.270967741935486,34.78683870967742,0.0,0.3568627450980392,0.3568627450980392,18.221612209503995,0.0,0.651,7.286498453472686,7.937498453472686,0.0,40026,Каменное
1252,29.19,0.63,0.76,6.38,47.74,0.19,0.41,8.92,14.58,19.47,0.11,5.3306129032258065,4.75,13.06182795698925,17.811827956989248,35.2055564516129,0.0,0.3390196078431372,0.3390196078431372,18.418480171118052,0.0,0.7610000000000001,8.874695428462882,9.635695428462881,0.0,40026,Каменное
1253,29.46,1.02,1.58,15.49,43.32,0.92,0.81,7.84,7.23,20.71,0.16,8.630516129032259,9.875,36.16478494623656,46.03978494623656,14.351633064516125,0.0,1.6415686274509804,1.6415686274509804,13.514018691588786,1.3610269889204414,0.45899999999999996,10.686203850676387,11.145203850676387,0.0,40026,Каменное
1254,29.54,0.99,1.67,16.97,46.01,7.29,3.09,2.41,1.41,19.07,0.07,8.376677419354838,10.4375,40.700134408602146,51.137634408602146,14.641526209677423,6.339206133212377,9.566461950718544,15.905668083930921,2.6355140186915884,0.3917144091518886,0.358,7.629815400879803,7.987815400879803,0.0,40026,Каменное
1255,29.56,0.88,2.03,17.65,48.53,0.2,0.76,6.76,5.51,16.61,0.07,7.445935483870968,12.687499999999998,41.32002688172043,54.00752688172043,16.438905241935487,0.0,0.3568627450980392,0.3568627450980392,10.299065420560748,1.8812438383171626,0.40700000000000003,6.888957374031946,7.295957374031946,0.0,40026,Каменное
1256,29.68,1.4,1.58,17.87,47.83,0.15,0.61,7.7,6.84,15.13,0.08,11.845806451612901,9.875,42.014247311827965,51.889247311827965,13.668278225806446,0.0,0.2676470588235294,0.2676470588235294,12.785046728971961,1.5566554959165537,0.0,4.7423722931207655,4.7423722931207655,0.0,40026,Каменное
1257,29.75,0.49,0.59,8.47,23.63,0.53,0.44,14.66,21.87,28.64,0.11,4.1460322580645155,3.6875,21.85873655913979,25.54623655913979,7.917453629032256,0.0,0.9456862745098039,0.9456862745098039,30.482427130304085,0.0,0.7300000000000001,7.94967342772766,8.67967342772766,0.0,40026,Каменное
1258,30.04,0.94,2.12,18.02,54.63,1.15,0.87,2.69,1.19,17.14,0.1,7.953612903225806,13.25,41.66182795698925,54.91182795698925,21.754056451612904,0.0,2.0519607843137253,2.0519607843137253,2.2242990654205608,1.1844684229120541,0.1789999999999999,11.154892403453076,11.333892403453076,0.0,40026,Каменное
1259,30.25,0.96,2.47,20.67,54.99,0.59,1.2,2.4,1.07,14.37,0.13,8.122838709677419,15.437500000000002,48.19798387096775,63.63548387096775,17.64710685483871,0.0,1.0527450980392155,1.0527450980392155,2.0,0.44007338839750254,0.28600000000000014,7.638919216620907,7.924919216620907,0.0,40026,Каменное
1260,30.34,1.02,2.57,20.51,55.69,1.82,1.15,1.66,0.31,12.3,0.11,8.630516129032259,16.0625,46.7106182795699,62.7731182795699,18.46607056451612,0.0,3.247450980392157,3.247450980392157,0.5794392523364486,0.2972629175122073,0.328,3.86088587164248,4.18888587164248,0.0,40026,Каменное
1261,30.61,1.1,2.82,22.62,58.13,0.21,1.03,2.08,0.54,10.46,0.08,9.30741935483871,17.625,51.74274193548388,69.36774193548388,17.147834677419354,0.0,0.3747058823529411,0.3747058823529411,1.0093457943925235,0.48407538836265435,0.26999999999999996,2.849650739241246,3.119650739241246,0.0,40026,Каменное
1262,30.8,1.07,2.67,21.45,57.73,0.25,1.03,2.28,0.7,11.7,0.11,9.05358064516129,16.6875,48.94475806451614,65.63225806451614,18.785227822580637,0.0,0.446078431372549,0.446078431372549,1.308411214953271,0.7642750519197284,0.3200000000000001,5.013596425154389,5.333596425154389,0.0,40026,Каменное
1263,30.97,1.01,2.26,20.81,57.34,0.35,0.93,3.33,1.39,11.34,0.14,8.545903225806452,14.124999999999998,49.702956989247305,63.827956989247305,19.549076612903228,0.0,0.6245098039215685,0.6245098039215685,2.598130841121495,1.806700453255901,0.37,2.7748092129448043,3.1448092129448044,0.0,40026,Каменное
1264,31.58,0.7,1.4,21.22,42.66,1.46,1.3,12.43,0.5,17.24,0.32,5.922903225806451,8.75,58.144623655913975,66.89462365591397,4.866201612903222,0.0,2.605098039215686,2.605098039215686,0.9345794392523364,22.26894555785175,0.05700000000000001,0.5719618425889609,0.6289618425889609,0.0,40026,Каменное
1265,31.99,1.13,2.32,23.78,56.56,0.27,1.11,2.52,0.34,10.94,0.08,9.561258064516128,14.499999999999998,58.56989247311828,73.06989247311827,13.374629032258067,0.0,0.48176470588235293,0.48176470588235293,0.6355140186915889,1.6703525469423834,0.329,2.438432107391428,2.767432107391428,0.0,40026,Каменное
1266,32.47,1.1,2.34,22.09,56.09,1.17,1.32,3.24,0.7,10.83,0.1,9.30741935483871,14.625,52.976075268817205,67.6010752688172,15.873834677419353,0.0,2.087647058823529,2.087647058823529,1.308411214953271,2.7163547127186662,0.37700000000000006,3.96283671386383,4.33983671386383,0.0,40026,Каменное
1267,32.62,0.34,0.42,10.32,20.07,3.94,2.28,32.05,1.01,27.35,0.46,2.8768387096774193,2.625,29.91048387096775,32.53548387096775,1.6175443548387047,5.4701544865124445,4.060768398930852,9.530922885443296,1.8878504672897196,63.44003775466722,0.007000000000000001,0.7225957374031946,0.7295957374031946,0.0,40026,Каменное
1268,32.7,0.52,0.83,17.26,31.42,5.22,1.35,19.31,0.26,20.77,1.7,4.399870967741935,5.1875,49.49422043010753,54.68172043010753,0.7413729838709671,0.0,5.285532690963457,5.285532690963457,0.48598130841121495,37.49029595867466,0.041999999999999996,0.5869618425889609,0.6289618425889609,4.061343456523285,40026,Каменное
1269,32.72,0.52,0.77,16.17,30.7,5.39,1.26,20.26,0.41,21.4,1.77,4.399870967741935,4.8125,46.2358870967742,51.0483870967742,1.8574979838709638,0.0,5.422983114339922,5.422983114339922,0.7663551401869159,39.332201492373116,0.022,0.6069618425889609,0.6289618425889609,4.228575245909538,40026,Каменное
1270,33.66,0.68,1.29,20.79,35.99,2.46,1.48,16.33,0.18,19.01,0.64,5.753677419354839,8.0625,57.50846774193549,65.57096774193549,-1.0433487903225824,0.0,4.389411764705882,4.389411764705882,0.3364485981308411,30.99984641992132,0.012,0.6043826057371816,0.6163826057371816,0.0,40026,Каменное
1271,34.1,1.03,2.53,25.36,55.34,0.25,1.15,2.63,0.1,10.53,0.08,8.715129032258064,15.812499999999998,63.072446236559145,78.88494623655914,9.829627016129031,0.0,0.446078431372549,0.446078431372549,0.1869158878504673,2.094542512165795,0.073,0.782388105920987,0.8553881059209869,0.0,40026,Каменное
1272,34.87,0.86,2.55,26.97,52.38,0.34,1.11,2.75,0.04,11.65,0.33,7.276709677419355,15.937499999999998,69.24637096774194,85.18387096774194,4.651542338709682,0.0,0.6066666666666667,0.6066666666666667,0.07476635514018691,2.2158135018890954,0.0030000000000000027,0.5504864214782856,0.5534864214782856,0.0,40026,Каменное
1273,35.81,0.69,1.49,19.46,36.63,1.5,1.41,17.81,0.29,19.21,0.25,5.838290322580645,9.3125,51.77029569892474,61.08279569892474,1.8837076612903232,0.0,2.676470588235294,2.676470588235294,0.5420560747663551,34.01958211848406,0.019999999999999997,0.6592787899960778,0.6792787899960778,0.0,40026,Каменное
1274,36.5,1.36,2.28,20.89,59.73,0.19,1.43,3.03,0.19,9.88,0.08,11.507354838709677,14.249999999999998,47.925268817204305,62.175268817204305,20.751927419354836,0.0,0.3390196078431372,0.3390196078431372,0.35514018691588783,3.40800126604772,0.522,4.383902372193894,4.905902372193895,0.0,40026,Каменное
1275,37.15,0.52,0.89,13.63,25.67,2.29,2.17,27.98,0.28,25.15,0.16,4.399870967741935,5.5625,37.01922043010753,42.58172043010753,1.1792479838709653,3.434549836797495,2.221661735800807,5.656211572598302,0.5233644859813085,55.890291971889404,0.019,0.8615465796245452,0.8805465796245452,0.0,40026,Каменное
1276,37.83,1.63,1.94,19.08,62.77,0.17,1.33,2.65,0.16,9.42,0.08,13.79190322580645,12.125,42.53629032258064,54.66129032258064,25.95807661290323,0.0,0.30333333333333334,0.30333333333333334,0.29906542056074764,2.9865919532726486,0.3870000000000001,3.877361292753155,4.264361292753155,0.0,40026,Каменное
1277,38.13,1.14,2.26,21.22,57.69,0.21,1.29,2.89,0.21,11.99,0.08,9.645870967741935,14.124999999999998,50.356720430107536,64.48172043010753,18.80956048387096,0.0,0.3747058823529411,0.3747058823529411,0.3925233644859813,2.9977078342399257,0.4160000000000001,4.288634582565427,4.704634582565427,0.0,40026,Каменное
1278,38.29,0.48,0.66,10.91,21.43,4.9,1.7,30.75,0.49,25.34,1.03,4.061419354838709,4.125,29.609408602150538,33.73440860215054,1.6193346774193547,2.633395412542135,4.872772015545701,7.506167428087836,0.9158878504672897,61.61162603184906,0.004000000000000001,0.687858026847857,0.691858026847857,2.460696329540579,40026,Каменное
1279,38.41,0.52,0.88,13.98,25.88,2.41,1.76,27.24,0.23,25.04,0.31,4.399870967741935,5.5,38.248387096774195,43.748387096774195,0.7914354838709627,1.3805768563729024,3.550761461712676,4.9313383180855785,0.42990654205607476,54.40244015569841,0.014000000000000002,0.6652787899960778,0.6792787899960778,0.0,40026,Каменное
1280,38.69,0.9,2.88,26.02,50.96,0.5,1.19,3.48,0.11,12.66,0.11,7.615161290322581,18.0,63.7978494623656,81.7978494623656,4.8185806451612905,0.0,0.892156862745098,0.892156862745098,0.205607476635514,3.6973217900184014,0.014000000000000002,0.48916947407116873,0.5031694740711687,0.0,40026,Каменное
1281,39.23,1.25,2.38,22.28,56.21,0.88,1.5,3.68,0.27,9.99,0.5,10.576612903225806,14.875,52.53682795698926,67.41182795698926,15.229181451612899,0.0,1.5701960784313724,1.5701960784313724,0.5046728971962617,4.40811560535603,0.4109999999999999,2.9728147131286096,3.3838147131286096,0.0,40026,Каменное
1282,39.82,1.16,2.31,21.93,54.52,0.79,1.44,3.87,0.66,12.11,0.21,9.815096774193547,14.4375,52.30120967741935,66.73870967741935,14.386235887096781,0.0,1.409607843137255,1.409607843137255,1.2336448598130842,4.1309543331558505,0.6160000000000002,5.145290478114881,5.761290478114882,0.0,40026,Каменное
1283,40.08,1.28,1.85,19.13,52.54,4.86,1.24,3.31,0.69,11.14,3.0,10.830451612903225,11.5625,45.18481182795699,56.74731182795699,16.67453830645161,0.0,1.5624971363022953,1.5624971363022953,1.2897196261682242,3.33178648094075,0.6979999999999998,4.031793056268986,4.729793056268986,7.167076687982268,40026,Каменное
1284,40.18,1.22,2.39,22.1,55.71,0.38,1.54,4.09,0.52,10.82,0.2,10.322774193548387,14.9375,52.03884408602151,66.97634408602151,15.128574596774193,0.0,0.6780392156862745,0.6780392156862745,0.9719626168224299,4.823219573003144,0.0,4.037935029421129,4.037935029421129,0.0,40026,Каменное
1285,40.26,1.13,2.21,21.67,54.31,0.33,1.34,4.79,1.07,11.82,0.19,9.561258064516128,13.8125,52.22405913978495,66.03655913978494,14.680691532258066,0.0,0.5888235294117647,0.5888235294117647,2.0,5.3367391708579035,0.266,3.43229563442309,3.69829563442309,0.0,40026,Каменное
1286,40.46,0.83,1.1,14.57,32.93,6.16,1.57,19.05,0.28,19.75,2.67,7.022870967741935,6.875000000000001,37.14005376344086,44.01505376344086,5.9643104838709675,0.4705244714818077,4.408704132292223,4.87922860377403,0.5233644859813085,37.28392376848439,0.253,1.9106287385060252,2.1636287385060253,6.378698252304218,40026,Каменное
1287,40.77,0.3,0.35,4.51,9.87,4.78,0.95,43.14,0.29,29.32,0.66,2.5383870967741933,2.1875,11.200672043010751,13.388172043010751,1.3956310483870968,2.3048974981545225,7.27782525011392,9.582722748268441,0.5420560747663551,88.47172275121616,0.010000000000000004,1.4240330011028308,1.4340330011028308,0.0,40026,Каменное
1288,76101/19,0.64,0.84,6.39,53.01,0.49,0.61,8.14,8.02,19.7,0.09,5.4152258064516126,9.333333333333332,12.685483870967744,22.018817204301076,38.478080645161285,0.0,0.874313725490196,0.874313725490196,14.990654205607475,1.4596243425310946,0.0,12.290384979591897,12.290384979591897,0.0,4037,Ем-Еговское
1289,76103/19,0.77,0.76,7.14,23.97,0.32,0.47,13.88,15.03,33.92,0.18,6.515193548387097,8.444444444444445,16.699462365591398,25.143906810035844,7.048188172043011,0.0,0.5709803921568627,0.5709803921568627,28.093457943925234,0.625577129859253,0.0,19.614558665179352,19.614558665179352,0.0,4037,Ем-Еговское
1290,76108/19,0.49,1.09,8.14,29.22,27.19,0.79,3.21,3.31,24.38,0.65,4.1460322580645155,12.11111111111111,18.50268817204302,30.61379928315413,11.30205913978494,0.0,48.51549019607843,48.51549019607843,5.524209542529001,0.0,0.0,2.267287581699343,2.267287581699343,0.0,4037,Ем-Еговское
1291,76110/19,0.32,0.48,4.82,35.22,26.2,3.68,2.44,2.88,22.81,0.36,2.7076129032258063,5.333333333333333,13.467741935483875,18.801075268817208,24.010290322580644,13.970919537163034,39.165022613971004,53.13594215113404,4.43525609897098,0.0,0.0,5.677551903755742,5.677551903755742,0.0,4037,Ем-Еговское
1292,76111/19,0.41,0.77,6.85,41.89,21.57,1.04,3.37,4.45,18.43,0.31,3.4691290322580643,8.555555555555555,18.044086021505375,26.59964157706093,26.32456989247312,0.7016592995781347,38.10675716789201,38.808416467470146,6.081695995683509,0.0,0.0,8.048687269593408,8.048687269593408,0.0,4037,Ем-Еговское
1293,76114/19,0.55,0.71,7.95,46.08,11.17,1.34,6.97,8.06,16.12,0.17,4.653709677419355,7.888888888888888,23.39247311827957,31.28136200716846,27.282634408602142,1.360295157881006,19.19235944765234,20.552654605533345,13.654449840058582,0.0,0.0,11.921541700461594,11.921541700461594,0.0,4037,Ем-Еговское
1294,76117/19,0.76,1.29,10.27,56.21,0.39,0.82,4.06,5.03,19.87,0.09,6.430580645161291,14.333333333333334,23.598387096774193,37.931720430107525,33.08956451612904,0.0,0.6958823529411764,0.6958823529411764,7.033667822869696,0.0,0.0,18.632450980392157,18.632450980392157,0.0,4037,Ем-Еговское
1295,76119/19,0.28,0.29,2.13,83.82,0.18,0.16,1.63,3.41,7.5,0.07,2.3691612903225807,3.222222222222222,3.5134408602150535,6.735663082437275,78.90129569892471,0.0,0.3211764705882353,0.3211764705882353,3.1927323004586277,0.0,0.0,4.360254478290373,4.360254478290373,0.0,4037,Ем-Еговское
1296,76122/19,0.33,0.58,3.91,83.64,0.17,0.32,0.72,1.09,8.66,0.06,2.792225806451613,6.444444444444444,7.168817204301076,13.613261648745521,75.06791397849463,0.0,0.30333333333333334,0.30333333333333334,0.917635256484372,0.0,0.0,7.376865582606068,7.376865582606068,0.0,4037,Ем-Еговское
1297,76123/19,0.42,0.65,4.35,75.61,0.98,0.37,1.99,3.3,11.32,0.44,3.553741935483871,7.222222222222222,7.4618279569892465,14.684050179211468,66.00336021505376,0.0,1.748627450980392,1.748627450980392,3.594719119744094,0.0,0.0,9.036660338692435,9.036660338692435,0.0,4037,Ем-Еговское
1298,76124/19,0.49,0.98,5.78,74.41,0.7,0.48,1.53,2.19,12.34,0.35,4.1460322580645155,10.888888888888888,8.536021505376349,19.424910394265236,62.14339247311827,0.0,1.249019607843137,1.249019607843137,2.362257332254211,0.0,0.0,10.23540099586592,10.23540099586592,0.0,4037,Ем-Еговское
