,Number,Na2O,K2O,Al2O3,SiO2,CaO,MgO,Fe2O3,S,PPP,P2O5,Albit,GidroSl,Mont,Clay,Q,Dolomit,Calcit,Carb,Pyrit,Siderit,UV,Kerogen,OV,Appatit,well,field
971,75243/19,1.07,3.12,17.45,46.56,0.48,1.9,8.29,1.9,15.16,0.17,9.05358064516129,34.666666666666664,26.448387096774198,61.11505376344086,10.72806451612903,0.0,0.856470588235294,0.856470588235294,3.5514018691588785,10.952657308413373,0.0,0.9053123964895906,0.9053123964895906,0.0,30305,Ем-Еговское
972,75217/19,1.3,2.86,22.65,49.42,0.42,1.94,5.52,1.69,10.95,0.1,10.999677419354839,31.777777777777775,54.88978494623656,86.66756272401433,-0.9114247311827945,0.0,0.7494117647058822,0.7494117647058822,3.158878504672897,4.679903915052934,0.006,1.1925826094369227,1.1985826094369227,0.0,30305,Ем-Еговское
973,75218/19,1.28,2.94,21.81,50.32,0.51,1.95,5.72,1.59,10.58,0.1,10.830451612903225,32.666666666666664,49.520967741935486,82.18763440860215,2.429661290322578,0.0,0.9099999999999999,0.9099999999999999,2.97196261682243,5.427544742242363,0.020999999999999998,1.3815966706176759,1.4025966706176758,0.0,30305,Ем-Еговское
974,75219/19,1.06,3.1,22.19,46.93,0.52,1.81,6.51,1.75,12.52,0.13,8.968967741935485,34.44444444444444,50.56397849462367,85.00842293906811,-1.039392473118287,0.0,0.927843137254902,0.927843137254902,3.2710280373831777,6.645216141597411,0.042000000000000016,1.7686247929791812,1.8106247929791812,0.0,30305,Ем-Еговское
975,75220/19,1.21,3.58,20.1,49.16,0.51,2.02,6.17,1.7,12.12,0.17,10.23816129032258,39.77777777777778,30.88010752688173,70.65788530465952,7.876962365591389,0.0,0.9099999999999999,0.9099999999999999,3.177570093457944,6.477671183280153,0.029999999999999992,1.767873914155384,1.7978739141553841,0.0,30305,Ем-Еговское
976,75221/19,1.2,3.48,20.79,49.11,0.64,1.94,6.14,1.68,11.69,0.11,10.153548387096773,38.666666666666664,36.079032258064515,74.74569892473119,5.750338709677422,0.0,1.1419607843137254,1.1419607843137254,3.1401869158878504,6.3173916755380946,0.013000000000000001,1.453351064736661,1.4663510647366609,0.0,30305,Ем-Еговское
977,75222/19,1.13,2.37,20.84,44.0,0.37,1.63,10.64,4.12,13.75,0.11,9.561258064516128,26.333333333333332,55.40483870967742,81.73817204301075,-3.0736935483870944,0.0,0.6601960784313725,0.6601960784313725,7.700934579439252,11.192309640264176,0.015000000000000013,1.655365125917414,1.670365125917414,0.0,30305,Ем-Еговское
978,75238/19,0.43,1.08,7.69,18.4,32.97,4.14,9.39,0.62,21.52,0.45,3.6383548387096774,12.0,16.912903225806456,28.912903225806456,1.6934838709677376,14.533449665145813,50.939461753483904,65.47291141862972,1.158878504672897,17.102664965848785,0.0,0.5737895470708674,0.5737895470708674,0.0,30305,Ем-Еговское
979,75241/19,0.34,0.89,6.09,15.87,33.22,3.39,7.23,0.78,28.52,0.58,2.8768387096774193,9.88888888888889,12.819892473118276,22.708781362007166,2.756037634408602,12.047957582171943,52.73476880473544,64.78272638690738,1.4579439252336448,12.595687286890351,0.0,0.5610386682470703,0.5610386682470703,0.0,30305,Ем-Еговское
980,75244/19,1.1,2.66,21.52,44.9,1.01,1.73,7.9,3.0,12.1,0.22,9.30741935483871,29.555555555555557,54.218279569892466,83.77383512544802,-2.8923978494623626,0.0,1.802156862745098,1.802156862745098,5.607476635514018,7.399150860503205,0.0,2.0783932482789194,2.0783932482789194,0.0,30305,Ем-Еговское
981,75239/19,1.25,2.8,22.97,46.71,0.8,1.88,8.32,2.25,11.73,0.16,10.576612903225806,31.111111111111107,57.9010752688172,89.01218637992831,-4.556376344086022,0.0,1.427450980392157,1.427450980392157,4.205607476635514,9.404119725810594,0.0,2.0783932482789194,2.0783932482789194,0.0,30305,Ем-Еговское
982,75248/19,0.37,0.53,3.59,50.94,18.16,0.28,1.07,1.36,9.7,12.8,3.1306774193548383,5.888888888888889,6.073118279569892,11.962007168458781,42.95240860215053,0.0,2.070262291360384,2.070262291360384,1.7430873704089107,0.0,0.0,4.335298800090998,4.335298800090998,30.579527202057676,30305,Ем-Еговское
983,75251/19,0.29,0.39,3.1,52.3,18.07,0.21,0.58,0.77,11.51,12.91,2.4537741935483868,4.333333333333333,6.61451612903226,10.947849462365593,45.224919354838704,0.0,1.6490009118483306,1.6490009118483306,0.754122210660192,0.0,0.0,3.0474600388874955,3.0474600388874955,30.84232001395036,30305,Ем-Еговское
984,75256/19,0.34,0.49,3.93,78.48,1.4,0.45,1.02,1.55,10.87,0.44,2.8768387096774193,5.444444444444444,8.686559139784947,14.13100358422939,69.54070430107527,0.0,2.498039215686274,2.498039215686274,1.5594254056345629,0.0,0.0,5.6231375612945005,5.6231375612945005,0.0,30305,Ем-Еговское
985,75268/19,0.66,0.66,5.98,26.06,0.28,0.46,16.93,18.17,29.97,0.21,5.584451612903226,7.333333333333333,13.470967741935489,20.80430107526882,11.941161290322576,0.0,0.4996078431372549,0.4996078431372549,33.96261682242991,1.4703684696734423,0.0,8.288071235468085,8.288071235468085,0.0,30305,Ем-Еговское
986,75269/19,1.19,1.45,16.75,52.74,0.34,0.56,1.08,0.21,24.55,0.08,10.068935483870966,16.11111111111111,49.79462365591399,65.9057347670251,12.931881720430106,0.0,0.6066666666666667,0.6066666666666667,0.0,0.0,0.0,17.12443026035944,17.12443026035944,0.0,30305,Ем-Еговское
987,75270/19,0.78,0.97,8.2,31.96,0.29,0.72,12.43,14.35,29.3,0.1,6.599806451612904,10.777777777777777,18.41720430107527,29.194982078853045,13.018978494623656,0.0,0.5174509803921568,0.5174509803921568,25.428862219139017,0.0,0.0,10.03494163432828,10.03494163432828,0.0,30305,Ем-Еговское
988,75271/19,0.58,0.64,5.56,42.34,0.11,0.43,12.6,14.68,22.35,0.06,4.9075483870967735,7.111111111111111,12.362365591397849,19.47347670250896,29.35517204301076,0.0,0.19627450980392155,0.19627450980392155,26.229396153697927,0.0,0.0,8.135060689582518,8.135060689582518,0.0,30305,Ем-Еговское
989,75272/19,0.35,0.53,3.9,77.91,0.65,0.28,1.22,1.91,12.23,0.05,2.9614516129032253,5.888888888888889,7.787634408602148,13.676523297491038,69.16432795698925,0.0,1.1598039215686273,1.1598039215686273,1.9996683624311098,0.0,0.0,5.0620988930474295,5.0620988930474295,0.0,30305,Ем-Еговское
990,75273/19,0.55,0.81,5.95,69.94,0.64,0.43,1.96,2.77,15.46,0.11,4.653709677419355,9.0,11.725806451612906,20.725806451612904,56.57596774193547,0.0,1.1419607843137254,1.1419607843137254,3.268189386056192,0.0,0.0,6.3881902907223225,6.3881902907223225,0.0,30305,Ем-Еговское
991,15.15,1.06,1.67,8.65,63.73,0.95,0.91,2.43,2.46,16.43,0.3,8.968967741935485,18.555555555555554,6.697311827956996,25.25286738351255,45.52094086021505,0.3122342882384497,1.525604263441994,1.8378385516804436,3.9464427872201036,0.0,0.0,13.846633286837427,13.846633286837427,0.0,30П,В.Таловое
992,16.09,1.01,1.54,8.13,64.83,1.13,0.86,2.16,2.23,16.41,0.4,8.545903225806452,17.11111111111111,6.675268817204307,23.78637992831542,47.59465591397849,0.3071228628772841,1.8495554285999294,2.1566782914772133,3.4461682660808575,0.0,0.0,14.86047905407828,14.86047905407828,0.0,30П,В.Таловое
993,16.35,1.09,1.63,8.68,60.99,2.29,0.89,2.87,2.85,16.74,0.54,9.222806451612904,18.11111111111111,7.267204301075271,25.37831541218638,42.522478494623655,0.20158696277322685,3.976648632166475,4.178235594939702,4.8952098893899105,0.0,0.0,14.110510952283677,14.110510952283677,0.0,30П,В.Таловое
994,16.56,0.92,1.56,7.75,60.97,1.95,0.95,2.23,2.45,19.9,0.12,7.784387096774194,17.333333333333332,5.182258064516133,22.515591397849466,44.91620967741935,0.9127584336117105,2.983928471839655,3.8966869054513653,3.641944617874899,0.0,0.0,17.3325961303642,17.3325961303642,0.0,30П,В.Таловое
995,17.21,0.93,1.54,7.75,58.04,4.37,0.79,2.59,2.88,19.71,0.18,7.869,17.11111111111111,5.433333333333337,22.544444444444448,41.903333333333336,0.17624850657108665,7.7017759505235786,7.878024457094665,4.418707287933095,0.0,0.0,18.332553599423672,18.332553599423672,0.0,30П,В.Таловое
996,17.52,1.0,1.79,8.74,59.6,1.5,0.95,2.48,2.56,19.9,0.16,8.461290322580645,19.88888888888889,5.640860215053765,25.529749103942656,41.65869892473118,0.4530308231869098,2.4305465893144174,2.883577412501327,4.0212323582687794,0.0,0.0,18.193670617609857,18.193670617609857,0.0,30П,В.Таловое
997,18.05,1.07,1.85,9.32,62.52,1.38,0.91,2.29,2.11,16.39,0.54,9.05358064516129,20.555555555555557,6.965053763440862,27.52060931899642,43.186231182795694,0.0,2.46235294117647,2.46235294117647,3.5249533664778205,0.0,0.0,13.69386200684223,13.69386200684223,0.0,30П,В.Таловое
998,18.31,1.01,1.85,8.86,55.73,6.04,0.99,2.32,2.28,18.89,0.53,8.545903225806452,20.555555555555557,5.1586021505376305,25.71415770609319,37.66648924731183,0.6079316120731313,10.447244303433017,11.055175915506148,3.659008170501407,0.0,0.0,15.291016297701109,15.291016297701109,0.0,30П,В.Таловое
999,18.56,1.03,2.04,9.78,57.78,4.22,1.16,2.36,2.1,17.38,0.72,8.715129032258064,22.666666666666668,6.427419354838708,29.094086021505376,37.971403225806455,0.8702816688456645,7.0573787857147705,7.927660454560435,3.5799624234015495,0.0,0.0,13.818856690474663,13.818856690474663,0.0,30П,В.Таловое
1000,19.06,0.92,1.74,8.55,58.04,7.48,0.92,1.82,1.86,16.95,0.51,7.784387096774194,19.333333333333332,6.182258064516134,25.515591397849466,40.54620967741935,0.31791972393429163,13.174086599606891,13.492006323541183,2.611622037229738,0.0,0.0,12.624463046875848,12.624463046875848,0.0,30П,В.Таловое
1001,19.31,0.37,0.59,3.9,12.43,27.17,11.75,3.42,0.58,38.11,0.37,3.1306774193548383,6.555555555555555,6.623118279569892,13.178673835125448,3.8519086021505378,51.75422046716532,20.38545756168116,72.13967802884648,1.0841121495327102,5.456943865923311,0.0,3.083202196266709,3.083202196266709,0.0,30П,В.Таловое
1002,19.65,0.46,0.77,4.71,19.2,24.47,10.08,3.38,0.56,34.6,0.53,3.892193548387097,8.555555555555555,6.932795698924732,15.488351254480287,9.010521505376342,43.76055254646306,19.907106375212813,63.66765892167587,1.046728971962617,5.292250432486568,0.0,2.722106443550788,2.722106443550788,0.0,30П,В.Таловое
1003,20.22,1.17,2.07,10.49,60.2,1.24,1.0,2.21,1.91,17.76,0.53,9.899709677419354,22.999999999999996,8.325806451612912,31.32580645161291,38.453967741935486,0.0,2.212549019607843,2.212549019607843,3.1659528269164063,0.0,0.0,16.040984399495716,16.040984399495716,0.0,30П,В.Таловое
1004,20.57,0.42,0.68,4.02,21.26,23.94,7.91,5.02,0.76,32.73,1.81,3.553741935483871,7.555555555555556,5.311827956989246,12.867383512544802,12.594860215053764,34.231078974596144,19.84515714433699,54.07623611893314,1.4205607476635513,8.448285105043386,0.0,4.485920312586248,4.485920312586248,4.324136268415969,30П,В.Таловое
1005,21.21,1.06,1.94,9.26,56.96,5.92,1.1,1.99,1.71,16.51,2.33,8.968967741935485,21.555555555555554,5.247311827956992,26.802867383512545,38.09544086021505,0.9452036844336538,4.528510182883455,5.473713867317109,2.8908621420588125,0.0,0.0,13.013335395954531,13.013335395954531,5.566429560999562,30П,В.Таловое
1006,21.55,1.17,2.22,10.26,59.94,4.93,1.26,2.27,1.51,13.47,1.51,9.899709677419354,24.666666666666668,4.675806451612901,29.34247311827957,39.28046774193548,1.289965224970428,4.5180884739646245,5.808053698935053,2.822429906542056,0.5030586324981661,0.0,8.65240976700072,8.65240976700072,3.6074285996177413,30П,В.Таловое
1007,22.05,1.62,2.77,13.22,64.63,0.81,1.3,2.6,1.52,9.48,0.43,13.707290322580645,30.77777777777778,6.607526881720438,37.38530465949822,37.52636559139784,0.24627776740159585,1.3116042883797068,1.5578820557813027,2.8411214953271027,0.7734374606359696,0.0,5.097005432567037,5.097005432567037,0.0,30П,В.Таловое
1008,22.33,1.27,2.44,11.14,56.89,1.4,1.19,2.59,1.83,19.44,0.31,10.74583870967742,27.11111111111111,4.586559139784951,31.69767025089606,34.55770430107526,0.6104463240155226,2.1666635267819694,2.777109850797492,3.4205607476635516,0.4633979791714167,0.0,16.49929823948131,16.49929823948131,0.0,30П,В.Таловое
1009,22.59,1.43,2.48,11.77,66.43,0.58,1.25,2.44,1.41,10.51,0.18,12.099645161290322,27.555555555555554,5.753763440860218,33.30931899641577,42.365182795698935,0.6391741745747987,0.6879315981219634,1.327105772696762,2.6355140186915884,0.8427073004784382,0.0,6.80526610887697,6.80526610887697,0.0,30П,В.Таловое
1010,23.21,1.39,2.91,13.52,49.3,3.5,1.42,3.32,1.83,18.67,2.48,11.761193548387096,32.333333333333336,7.666129032258057,39.99946236559139,22.270854838709674,0.3966411412613292,0.15279018400857808,0.5494313252699072,3.4205607476635516,1.5865060903210675,0.0,15.416010981333544,15.416010981333544,5.924783395398674,30П,В.Таловое
1011,23.46,1.72,4.11,18.42,48.99,0.35,2.14,6.27,2.71,12.46,0.13,14.55341935483871,45.66666666666667,9.45161290322581,55.11827956989248,12.93093548387097,1.385168939050312,0.0,1.385168939050312,5.065420560747663,5.346575032389894,0.0,5.763643745273352,5.763643745273352,0.0,30П,В.Таловое
1012,23.56,1.88,4.27,16.94,55.82,0.4,2.03,5.61,2.22,8.06,0.11,15.907225806451612,47.444444444444436,0.0,46.156989247311834,23.422677419354837,2.052278283246025,0.0,2.052278283246025,4.149532710280374,5.185782090782468,0.0,0.9582925745153283,0.9582925745153283,0.0,30П,В.Таловое
1013,1.19,1.12,1.61,6.29,42.64,19.71,0.59,1.59,1.15,4.14,20.01,9.476645161290323,17.88888888888889,0.0,14.824731182795698,29.23243548387097,0.0,0.0,0.0,2.149532710280374,0.4377866138487191,0.0,0.42990305641512316,0.42990305641512316,47.80440150884173,31П,З.Игольское
1014,1.61,2.11,4.26,18.46,58.45,0.33,1.94,3.84,1.27,6.73,0.13,17.85332258064516,47.33333333333333,3.9435483870967936,51.276881720430126,22.156758064516126,1.0559330113752563,0.015619112716194428,1.0715521240914507,2.3738317757009346,3.0171199714353008,0.0,0.6735147883836929,0.6735147883836929,0.0,31П,З.Игольское
1015,1.88,2.16,3.74,17.77,57.97,0.38,1.74,4.0,1.66,8.19,0.15,18.276387096774194,41.55555555555556,8.748924731182795,50.304480286738354,21.62187634408602,0.2891098718986329,0.5210983362011706,0.8102082080998035,3.102803738317757,2.774153541365235,0.0,2.866020376100821,2.866020376100821,0.0,31П,З.Игольское
1016,2.09,1.87,3.24,15.78,60.94,0.99,1.48,3.37,1.56,8.22,0.61,15.822612903225806,36.0,9.517741935483874,45.517741935483876,28.469790322580643,0.0,1.766470588235294,1.766470588235294,2.9158878504672896,1.9136978687666337,0.0,3.1526224137109033,3.1526224137109033,0.0,31П,З.Игольское
1017,2.31,1.5,2.64,13.08,60.19,0.6,1.09,2.83,1.87,14.28,0.28,12.691935483870967,29.333333333333332,9.061290322580653,38.39462365591399,33.20454838709677,0.0,1.0705882352941176,1.0705882352941176,3.4953271028037385,0.605028990840062,0.0,11.306450383717738,11.306450383717738,0.0,31П,З.Игольское
1018,2.59,1.17,1.85,10.01,51.48,6.2,1.66,4.4,2.93,18.52,0.17,9.899709677419354,20.555555555555557,9.59247311827957,30.148028673835128,30.224634408602146,2.9973726323778345,9.43564639684062,12.433019029218453,5.4766355140186915,2.3978423658471324,0.0,14.00050953725251,14.00050953725251,0.0,31П,З.Игольское
1019,3.06,1.63,2.81,14.01,62.99,1.11,1.18,2.43,1.45,10.15,0.57,13.79190322580645,31.22222222222222,9.808602150537642,41.03082437275987,33.98898924731182,0.0,1.9805882352941178,1.9805882352941178,2.710280373831776,0.4043801553274128,0.0,6.133283604855757,6.133283604855757,0.0,31П,З.Игольское
1020,3.43,1.22,2.0,10.54,61.49,2.99,1.07,2.21,1.62,14.68,0.75,10.322774193548387,22.22222222222222,9.331182795698926,31.553405017921147,39.30208602150538,0.08336816765536932,5.289842325645716,5.373210493301086,3.0280373831775704,0.13706228265454112,0.0,11.507071810044796,11.507071810044796,0.0,31П,З.Игольское
1021,3.72,1.27,2.12,10.83,62.99,3.87,1.09,2.06,1.39,12.58,0.44,10.74583870967742,23.555555555555557,8.369892473118277,31.925448028673834,40.3815376344086,0.11813679364147664,6.8411645458275805,6.959301339469057,2.598130841121495,0.20550528223420306,0.0,8.297128988811878,8.297128988811878,0.0,31П,З.Игольское
1022,4.09,0.85,1.46,7.62,49.91,13.9,2.07,2.39,1.11,18.44,1.05,7.192096774193548,16.22222222222222,6.774731182795702,22.996953405017923,33.9678440860215,5.964104046414139,19.076153062042835,25.040257108456974,2.074766355140187,1.8442438073675709,0.0,6.8067983932394505,6.8067983932394505,2.5084768407937936,31П,З.Игольское
1023,4.34,1.09,1.8,9.74,57.89,5.06,1.01,2.28,1.93,16.99,0.79,9.222806451612904,20.0,9.733870967741936,29.733870967741936,37.28614516129032,0.08634755463059335,8.981754402073003,9.068101956703597,3.4274488380159553,0.0,0.0,12.452858534158066,12.452858534158066,0.0,31П,З.Игольское
1024,4.56,0.39,0.61,4.16,12.58,26.05,10.21,6.43,1.97,34.78,0.72,3.299903225806452,6.777777777777778,7.425268817204302,14.20304659498208,3.3731559139784935,44.55142945234517,22.297001138066506,66.84843059041168,3.6822429906542054,9.154703034155894,0.0,3.5252050626040097,3.5252050626040097,0.0,31П,З.Игольское
1025,4.82,0.7,1.09,6.63,21.16,21.9,9.47,3.56,0.9,32.41,0.66,5.922903225806451,12.11111111111111,9.225268817204304,21.336379928315417,6.752155913978493,40.07742890092526,17.32077301240764,57.3982019133329,1.6822429906542056,4.7784729983136005,0.0,2.9520009873838458,2.9520009873838458,0.0,31П,З.Игольское
1026,2,0.82,1.09,5.86,24.14,20.85,7.24,6.93,1.42,27.45,1.11,6.938258064516129,12.11111111111111,3.250497809637598,15.361608920748708,12.081353643966546,30.78494566998672,17.861161516476127,48.64610718646284,2.6542056074766354,11.056131668777166,0.0,0.0,0.0,2.6518183745534394,36p,C.Демьянское
1027,4,1.45,2.83,14.98,58.64,0.67,1.61,4.77,1.99,11.46,0.13,12.268870967741934,31.444444444444443,11.708084428514544,43.15252887295899,29.61382317801673,0.785106431618166,0.7693017264201971,1.554408158038363,3.719626168224299,4.204123861789354,0.0,7.070751942394894,7.070751942394894,0.0,36p,C.Демьянское
1028,9,1.16,2.44,12.51,62.47,0.9,1.31,2.91,1.65,13.18,0.14,9.815096774193547,27.11111111111111,9.14177618478694,36.25288729589805,38.45431780167264,0.4647539972178665,1.3535945269026273,1.8183485241204937,3.08411214953271,1.2829428298583418,0.0,10.092740986708302,10.092740986708302,0.0,36p,C.Демьянское
1029,14,1.07,2.34,12.29,53.51,6.89,1.41,2.56,1.38,16.33,0.74,9.05358064516129,25.999999999999996,10.109916367980887,36.10991636798089,30.04068458781362,0.9441285539655291,11.781409267911888,12.725537821877417,2.5794392523364484,1.0666741529312032,0.0,8.563275643949316,8.563275643949316,0.0,36p,C.Демьянское
1030,18,1.05,2.56,12.88,51.96,9.87,1.48,2.29,1.01,14.97,0.57,8.884354838709678,28.444444444444443,9.700915969733177,38.14536041417762,27.678930704898445,0.9539748053148447,17.093319214557777,18.047294019872623,1.8878504672897196,1.059062304315439,0.0,4.707234317626691,4.707234317626691,0.0,36p,C.Демьянское
